Duration;Force;Elongation;Temperature
h;N;mm;°C
0.0;1.3;0.0;21.7
0.0002816666667;1.3;0.0;21.7
0.0005591666667;1.3;0.0;21.7
0.001594722222;1.3;0.0;21.9
0.002153611111;1.3;0.0;21.9
0.003271666667;1.3;0.0;22.1
0.01837333333;1.3;0.0;22.7
0.02899444444;1.3;0.0;23.2
0.0306975;1.2;0.0;23.3
0.03299416667;1.2;0.0;23.5
0.03447611111;1.2;0.0;23.7
0.03551166667;1.2;0.0;23.9
0.03696333333;1.2;0.0;24.1
0.03933805556;1.2;0.0;24.5
0.04713805556;1.2;0.0;24.5
0.05010222222;1.2;0.0;24.9
0.05088222222;1.2;0.0;25.1
0.05373361111;1.2;0.0;25.5
0.05507694444;1.2;0.0;25.7
0.05644611111;1.2;0.0;25.9
0.0566975;1.2;0.0;26.0
0.05725638889;1.2;0.0;26.2
0.05784583333;1.2;0.0;26.5
0.05882083333;1.2;0.0;26.7
0.06972777778;1.2;0.0;26.9
0.07247083333;1.2;0.0;26.6
0.07559944444;1.2;0.0;26.9
0.07728083333;1.2;0.0;27.1
0.08144527778;1.2;0.0;27.5
0.08455222222;1.2;0.0;27.7
0.08681861111;1.2;0.0;28.0
0.09062333333;1.2;0.0;28.5
0.09188;1.2;0.0;28.7
0.09434111111;1.2;0.0;29.0
0.09515166667;1.2;0.0;29.1
0.09604861111;1.2;0.0;29.3
0.09695416667;1.2;0.0;29.5
0.09822833333;1.2;0.0;29.7
0.1039266667;1.2;0.0;30.5
0.1070597222;1.2;0.0;30.8
0.1085980556;1.2;0.0;31.0
0.1091569444;1.2;0.0;31.1
0.11047;1.2;0.0;31.3
0.1118652778;1.2;0.0;31.5
0.1139322222;1.2;0.0;31.7
0.1155572222;1.2;0.0;31.9
0.1172905556;1.2;0.0;32.1
0.1192752778;1.2;0.0;32.3
0.1209783333;1.2;0.0;32.5
0.12204;1.2;0.0;32.7
0.1239422222;1.2;0.0;32.9
0.1248913889;1.2;0.0;33.1
0.1262041667;1.2;0.0;33.3
0.1267372222;1.2;0.0;33.4
0.1277166667;1.2;0.0;33.5
0.12906;1.2;0.0;33.7
0.1319069444;1.2;0.0;34.0
0.1327475;1.2;0.0;34.1
0.1339219444;1.2;0.0;34.3
0.1353216667;1.2;0.0;34.5
0.1361319444;1.2;0.0;34.6
0.1386755556;1.2;0.0;34.9
0.1399886111;1.2;0.0;35.0
0.1403222222;1.2;0.0;35.1
0.1418605556;1.2;0.0;35.3
0.1431780556;1.2;0.0;35.5
0.1440705556;1.2;0.0;35.6
0.14466;1.2;0.0;35.7
0.1479272222;1.2;0.0;36.0
0.1484344444;1.2;0.0;36.1
0.1490194444;1.2;0.0;36.1
0.1494655556;1.2;0.0;36.2
0.1502238889;1.2;0.0;36.3
0.1519011111;1.2;0.0;36.5
0.1526852778;1.2;0.0;36.6
0.1534955556;1.2;0.0;36.7
0.1548911111;1.2;0.0;36.9
0.1561519444;1.2;0.0;37.1
0.1575213889;1.2;0.0;37.3
0.1599002778;1.2;0.0;37.5
0.1621927778;1.2;0.0;37.7
0.1647666667;1.2;0.0;37.9
0.1654122222;1.2;0.0;38.0
0.1658888889;1.2;0.0;38.1
0.1675616667;1.2;0.0;38.3
0.1690741667;1.2;0.0;38.5
0.1706125;1.2;0.0;38.7
0.1720077778;1.2;0.0;38.9
0.1731344444;1.2;0.0;39.0
0.1760333333;1.2;0.0;39.3
0.1777711111;1.2;0.0;39.5
0.1798119444;1.2;0.0;39.7
0.1831702778;1.2;0.0;40.0
0.1865547222;1.2;0.0;40.3
0.1882577778;1.2;0.0;40.5
0.1892369444;1.2;0.0;40.6
0.1941294444;1.2;0.0;41.0
0.1945497222;1.2;0.0;41.1
0.1966469444;1.2;0.0;41.3
0.1970369444;1.2;0.0;41.3
0.1976783333;1.2;0.0;41.3
0.2000661111;1.2;0.0;41.5
0.2021547222;1.2;0.0;41.7
0.2048372222;1.2;0.0;41.9
0.2063191667;1.2;0.0;42.1
0.21278;1.2;0.0;42.5
