Duration;Force;Elongation;Temperature
h;N;mm;°C
0.0;1.5;0.0;22.5
0.00494444444444444;1.5;0.0;22.5
0.0128744444444444;1.5;0.0;22.5
0.0139925;1.5;0.0;22.6
0.0153052777777778;1.5;0.0;22.6
0.0158383333333333;1.5;0.0;22.6
0.0163411111111111;1.5;0.0;22.6
0.0183516666666667;1.5;0.0;22.7
0.0205575;1.5;0.0;22.9
0.0227977777777778;1.5;0.0;23.1
0.0256447222222222;1.5;0.0;23.3
0.0268191666666667;1.5;0.0;23.5
0.0282966666666667;1.5;0.0;23.7
0.0298611111111111;1.5;0.0;23.7
0.0321230555555556;1.5;0.0;23.8
0.0329638888888889;1.5;0.0;23.9
0.0349180555555556;1.5;0.0;24.1
0.0360058333333333;1.5;0.0;24.3
0.0365647222222222;1.5;0.0;24.4
0.0388008333333333;1.5;0.0;24.5
0.0406163888888889;1.5;0.0;24.7
0.0422933333333333;1.5;0.0;24.9
0.043745;1.5;0.0;25.1
0.0450580555555556;1.5;0.0;25.3
0.0468477777777778;1.5;0.0;25.4
0.0476580555555556;1.5;0.0;25.4
0.0481305555555556;1.5;0.0;25.5
0.0525763888888889;1.5;0.0;25.3
0.0540583333333333;1.5;0.0;25.4
0.0555102777777778;1.5;0.0;25.5
0.0578025;1.5;0.0;25.7
0.0588338888888889;1.5;0.0;26.0
0.0596180555555556;1.5;0.0;26.3
0.0600905555555555;1.5;0.0;26.7
0.0607319444444444;1.5;0.0;27.1
0.0613513888888889;1.5;0.0;27.4
0.0619927777777778;1.5;0.0;27.6
0.0638344444444444;1.5;0.0;27.7
0.0646188888888889;1.5;0.0;27.8
0.0670497222222222;1.5;0.0;27.6
0.0724275;1.5;0.0;27.8
0.0726094444444444;1.5;0.0;27.8
0.0734761111111111;1.5;0.0;28.1
0.0743730555555556;1.5;0.0;28.3
0.0751272222222222;1.5;0.0;28.5
0.0766611111111111;1.5;0.0;28.7
0.0783944444444444;1.5;0.0;28.9
0.0802969444444444;1.5;0.0;29.1
0.0808255555555555;1.5;0.0;29.2
0.0818872222222222;1.5;0.0;29.3
0.0822511111111111;1.5;0.0;29.3
0.0834255555555556;1.5;0.0;29.5
0.0836769444444445;1.5;0.0;29.6
0.0844569444444445;1.5;0.0;29.7
0.0855186111111111;1.5;0.0;29.9
0.0863288888888889;1.5;0.0;30.1
0.0874166666666667;1.5;0.0;30.3
0.0876722222222222;1.5;0.0;30.3
0.0887036111111111;1.5;0.0;30.2
0.0894575;1.5;0.0;30.2
0.0904888888888889;1.5;0.0;30.3
0.0912733333333333;1.5;0.0;30.3
0.0956022222222222;1.5;0.0;30.5
0.0970277777777778;1.5;0.0;30.6
0.0978122222222222;1.4;0.0;30.6
0.0982325;1.5;0.0;30.7
0.0998533333333333;1.5;0.0;30.7
0.102479166666667;1.5;0.0;30.9
0.104295;1.5;0.0;31.1
0.105690277777778;1.5;0.0;31.3
0.107228611111111;1.5;0.0;31.5
0.109239166666667;1.5;0.0;31.7
0.109408333333333;1.5;0.0;31.7
0.110634444444444;1.5;0.0;31.9
0.111475277777778;1.5;0.0;32.1
0.112311666666667;1.5;0.0;32.3
