Duration;Force;Elongation;Temperature
h;N;mm;°C
0.0;1.3;0.0;25.4
0.000325;1.3;0.0;25.4
0.005215833333;1.3;0.0;25.4
0.008790833333;1.3;0.0;25.6
0.01437805556;1.3;0.0;25.8
0.01820472222;1.3;0.0;26.2
0.01974305556;1.3;0.0;26.4
0.02378166667;1.3;0.0;26.6
0.02969222222;1.3;0.0;26.8
0.04067138889;1.3;0.0;27.2
0.04148166667;1.3;0.0;27.4
0.04285555556;1.3;0.0;27.6
0.04369166667;1.3;0.0;27.8
0.04458444444;1.3;0.0;28.1
0.04522583333;1.3;0.0;28.4
0.05065111111;1.3;0.0;28.7
0.0514025;1.3;0.0;28.9
0.05635166667;1.3;0.0;29.1
0.07437777778;1.3;0.0;29.3
0.0799375;1.3;0.0;29.5
0.0819525;1.3;0.0;29.8
0.0827325;1.3;0.0;30.0
0.091365;1.3;0.0;30.2
0.09776111111;1.3;0.0;30.4
0.1001272222;1.3;0.0;30.6
0.10313;1.3;0.0;30.8
0.1044388889;1.3;0.0;31.0
0.1055566667;1.3;0.0;31.2
0.1063975;1.3;0.0;31.4
0.110085;1.3;0.0;31.6
0.1132138889;1.3;0.0;31.8
0.1201733333;1.3;0.0;32.0
0.1210094444;1.3;0.0;32.2
0.1259583333;1.3;0.0;32.4
0.1268508333;1.3;0.0;32.6
0.1276916667;1.3;0.0;32.8
0.1302083333;1.3;0.0;32.9
0.1323575;1.3;0.0;33.0
0.1329208333;1.3;0.0;33.3
0.1338136111;1.3;0.0;33.5
0.1366605556;1.3;0.0;33.7
0.1391783333;1.3;0.0;33.5
0.1408508333;1.3;0.0;33.3
0.1422513889;1.3;0.0;33.5
0.1428669444;1.3;0.0;33.7
0.1446825;1.3;0.0;33.9
0.1457183333;1.3;0.0;34.2
0.1466108333;1.3;0.0;34.4
0.1472002778;1.3;0.0;34.5
0.1554163889;1.3;0.0;34.6
0.1561097222;1.3;0.0;34.8
0.158545;1.3;0.0;35.0
0.1598016667;1.3;0.0;35.2
0.1641869444;1.3;0.0;35.2
0.1665358333;1.3;0.0;35.0
0.1735491667;1.3;0.0;35.2
0.1762055556;1.3;0.0;35.4
0.1789963889;1.3;0.0;35.6
0.1811805556;1.3;0.0;35.8
0.1823808333;1.3;0.0;36.0
0.1873555556;1.3;0.0;36.2
0.1891408333;1.3;0.0;36.4
0.19012;1.3;0.0;36.6
0.1928283333;1.3;0.0;36.8
0.1970211111;1.3;0.0;37.0
0.20018;1.3;0.0;37.0
0.2043141667;1.3;0.0;37.2
0.2081447222;1.3;0.0;37.4
0.2111333333;1.3;0.0;37.5
0.2135080556;1.3;0.0;37.6
0.2212475;1.3;0.0;37.9
0.2227555556;1.3;0.0;38.0
0.2234272222;1.3;0.0;38.1
0.2246580556;1.3;0.0;38.2
0.2266686111;1.3;0.0;38.4
0.2298580556;1.3;0.0;38.6
0.2349397222;1.3;0.0;38.8
0.2391863889;1.3;0.0;39.0
0.2431533333;1.3;0.0;39.2
0.2457241667;1.3;0.0;39.4
