Duration;Force;Elongation;Temperature
h;N;mm;°C
0.0;1.4;0.0;29.4
0.003063888889;1.4;0.0;29.6
0.005161111111;1.4;0.0;29.8
0.01440638889;1.4;0.0;30.2
0.02653694444;1.4;0.0;30.4
0.02882444444;1.4;0.0;30.6
0.02971694444;1.4;0.0;30.8
0.03035833333;1.4;0.0;31.0
0.03106027778;1.4;0.0;31.2
0.03285;1.3;0.0;31.4
0.03626027778;1.4;0.0;31.6
0.03771277778;1.4;0.0;31.8
0.04246638889;1.4;0.0;32.0
0.04353666667;1.3;0.0;32.2
0.04478194444;1.3;0.0;32.4
0.0460075;1.3;0.0;32.6
0.04801805556;1.4;0.0;32.8
0.05100805556;1.4;0.0;33.0
0.05128972222;1.4;0.0;33.0
0.05589638889;1.3;0.0;33.2
0.05704416667;1.4;0.0;33.3
0.05832916667;1.3;0.0;33.4
0.06050833333;1.3;0.0;33.5
0.06090277778;1.3;0.0;33.6
0.06369722222;1.3;0.0;33.8
0.06632333333;1.3;0.0;34.0
0.06837305556;1.3;0.0;34.2
0.06995861111;1.4;0.0;34.4
0.07140583333;1.3;0.0;34.6
0.07271888889;1.4;0.0;34.8
0.07509805556;1.4;0.0;35.0
0.07878416667;1.4;0.0;35.2
0.08054361111;1.4;0.0;35.4
0.08221611111;1.4;0.0;35.6
0.08402305556;1.3;0.0;35.8
0.08531888889;1.3;0.0;35.9
0.08583444444;1.3;0.0;36.0
0.08727888889;1.3;0.0;36.2
0.08970555556;1.3;0.0;36.4
0.09180277778;1.3;0.0;36.6
0.09356222222;1.3;0.0;36.8
0.09448527778;1.3;0.0;36.9
0.09521305556;1.3;0.0;37.0
0.09682944444;1.3;0.0;37.2
0.09987583333;1.3;0.0;37.4
0.1016136111;1.3;0.0;37.6
0.1040705556;1.3;0.0;37.8
0.1064997222;1.3;0.0;38.0
0.1084538889;1.3;0.0;38.2
0.1100486111;1.3;0.0;38.4
0.1114697222;1.4;0.0;38.5
0.1120591667;1.4;0.0;38.6
0.1145769444;1.3;0.0;38.8
0.1169494444;1.3;0.0;39.0
0.1185994444;1.3;0.0;39.2
0.1196611111;1.3;0.0;39.4
0.1211127778;1.3;0.0;39.6
0.1238297222;1.3;0.0;39.8
0.1276516667;1.3;0.0;40.0
0.1284622222;1.3;0.0;40.0
0.1300269444;1.4;0.0;40.2
0.13274;1.3;0.0;40.4
0.1358686111;1.3;0.0;40.6
0.1388022222;1.3;0.0;40.8
0.1416494444;1.3;0.0;41.0
0.1442233333;1.3;0.0;41.2
0.1478547222;1.3;0.0;41.4
0.1514816667;1.4;0.0;41.6
0.1538969444;1.3;0.0;41.8
0.1579486111;1.4;0.0;42.0
0.1605686111;1.4;0.0;42.2
0.1624405556;1.3;0.0;42.3
0.1635022222;1.3;0.0;42.4
0.1665441667;1.3;0.0;42.6
0.1707388889;1.3;0.0;42.8
0.1732536111;1.3;0.0;43.0
0.1763822222;1.3;0.0;43.2
0.1794286111;1.3;0.0;43.4
0.1822236111;1.3;0.0;43.6
0.1864702778;1.3;0.0;43.8
0.1904916667;1.3;0.0;44.0
0.1943483333;1.3;0.0;44.2
0.2003833333;1.3;0.0;44.4
0.2036530556;1.3;0.0;44.6
0.2090741667;1.4;0.0;44.8
0.2125083333;1.3;0.0;45.0
0.2134055556;1.3;0.0;45.0
0.21578;1.3;0.0;45.2
0.2255886111;1.3;0.0;45.4
0.2295011111;1.3;0.0;45.6
0.2346966667;1.3;0.0;45.8
0.2399183333;1.3;0.0;46.0
0.2452830556;1.3;0.0;46.2
0.2512608333;1.3;0.0;46.4
0.257325;1.3;0.0;46.6
0.2662391667;1.3;0.0;46.8
0.27283;1.3;0.0;47.0
0.2813538889;1.3;0.0;47.1
0.2818305556;1.3;0.0;47.2
0.2882263889;1.3;0.0;47.4
0.2945675;1.3;0.0;47.6
0.2999883333;1.3;0.0;47.6
0.3086205556;1.4;0.0;47.8
0.3153286111;1.3;0.0;47.9
0.3173955556;1.3;0.0;48.0
0.3276263889;1.3;0.0;48.2
0.3420963889;1.3;0.0;48.4
0.3493055556;1.3;0.0;48.5
0.3580513889;1.3;0.0;48.6
0.3776061111;1.3;0.0;48.9
0.4006075;1.3;0.0;49.1
0.4056905556;1.4;0.0;49.1
0.4078422222;1.3;0.0;49.1
0.4103861111;1.4;0.0;49.2
0.4172608333;1.4;0.0;49.2
0.4213991667;1.3;0.0;49.2
0.4852469444;1.3;0.0;49.4
0.4935497222;1.3;0.0;49.6
0.500115;1.3;0.0;49.7
0.500505;1.4;0.0;49.8
0.5022383333;1.3;0.0;49.8
0.5112344444;1.3;0.0;49.8
0.519225;1.4;0.0;49.8
0.5196452778;1.4;0.0;49.8
0.5362133333;1.3;0.0;49.8
0.553205;1.4;0.0;49.9
0.5558569444;1.3;0.0;49.9
0.5701944444;1.3;0.0;49.9
0.58514;1.3;0.0;50.1
0.5871811111;1.4;0.0;50.2
0.5887755556;1.3;0.0;50.3
